file_name,30_pred,RH_ICE,TEMP(F),PRESS,datetime,date
20230222_094422.jpg,0,44.341154541179776,-64.33599999999997,22636.874999999996,2023-02-22 09:44:22,2023-02-22
20230222_121823.jpg,1,51.54129720315787,-63.687999999999974,22740.199999999997,2023-02-22 12:18:23,2023-02-22
20230222_122010.jpg,0,51.54129720315787,-63.687999999999974,22740.199999999997,2023-02-22 12:20:10,2023-02-22
20230222_124035.jpg,0,51.54129720315787,-63.687999999999974,22740.199999999997,2023-02-22 12:40:35,2023-02-22
20230222_124132.jpg,0,51.54129720315787,-63.687999999999974,22740.199999999997,2023-02-22 12:41:32,2023-02-22
20230222_132153.jpg,0,53.94134475715056,-63.47199999999997,22774.641666666663,2023-02-22 13:21:53,2023-02-22
20230222_132620.jpg,0,53.94134475715056,-63.47199999999997,22774.641666666663,2023-02-22 13:26:20,2023-02-22
20230306_134438.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:44:38,2023-03-06
20230306_134441.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:44:41,2023-03-06
20230306_134448.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:44:48,2023-03-06
20230306_134452.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:44:52,2023-03-06
20230306_134511.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:45:11,2023-03-06
20230306_134514.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:45:14,2023-03-06
20230306_135258.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:52:58,2023-03-06
20230306_135326.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:53:26,2023-03-06
20230306_135344.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:53:44,2023-03-06
20230306_135421.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:54:21,2023-03-06
20230306_135448.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:54:48,2023-03-06
20230306_135502.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:55:02,2023-03-06
20230306_135506.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:55:06,2023-03-06
20230306_135526.jpg,1,43.06524180522439,-71.89499999999995,22692.564814814814,2023-03-06 13:55:26,2023-03-06
20230306_140708.jpg,0,42.648006470859016,-72.05999999999996,22669.685185185186,2023-03-06 14:07:08,2023-03-06
20230306_140737.jpg,0,42.648006470859016,-72.05999999999996,22669.685185185186,2023-03-06 14:07:37,2023-03-06
IMG_20221216_080048.jpg,0,8.269099707009499,-60.215714285714256,23087.95238095238,2022-12-16 08:00:48,2022-12-16
IMG_20221216_090049.jpg,0,7.473475126928684,-59.71642857142854,23008.321428571428,2022-12-16 09:00:49,2022-12-16
IMG_20221216_100048.jpg,0,6.677850546847868,-59.21714285714282,22928.690476190477,2022-12-16 10:00:48,2022-12-16
IMG_20221216_110048.jpg,0,5.882225966767052,-58.717857142857106,22849.059523809523,2022-12-16 11:00:48,2022-12-16
IMG_20221216_120048.jpg,0,5.086601386686237,-58.21857142857139,22769.428571428572,2022-12-16 12:00:48,2022-12-16
IMG_20221216_130048.jpg,0,4.290976806605421,-57.719285714285675,22689.79761904762,2022-12-16 13:00:48,2022-12-16
IMG_20221216_140048.jpg,0,3.495352226524604,-57.219999999999956,22610.166666666668,2022-12-16 14:00:48,2022-12-16
IMG_20221216_150048.jpg,0,2.6997276464437885,-56.72071428571424,22530.535714285714,2022-12-16 15:00:48,2022-12-16
IMG_20221216_160049.jpg,0,1.904103066362973,-56.221428571428525,22450.904761904763,2022-12-16 16:00:49,2022-12-16
IMG_20221217_080049.jpg,1,13.247862079942971,-64.71999999999996,22274.75,2022-12-17 08:00:49,2022-12-17
IMG_20221217_090048.jpg,0,14.063359361887557,-64.80062499999997,22332.9375,2022-12-17 09:00:48,2022-12-17
IMG_20221217_100048.jpg,0,14.87885664383214,-64.88124999999997,22391.125,2022-12-17 10:00:48,2022-12-17
IMG_20221217_110048.jpg,0,15.694353925776728,-64.96187499999996,22449.3125,2022-12-17 11:00:48,2022-12-17
IMG_20221217_120048.jpg,1,16.50985120772131,-65.04249999999996,22507.5,2022-12-17 12:00:48,2022-12-17
IMG_20221217_130048.jpg,0,17.3253484896659,-65.12312499999996,22565.6875,2022-12-17 13:00:48,2022-12-17
IMG_20221217_140048.jpg,1,18.140845771610483,-65.20374999999996,22623.875,2022-12-17 14:00:48,2022-12-17
IMG_20221217_150048.jpg,0,18.956343053555067,-65.28437499999997,22682.0625,2022-12-17 15:00:48,2022-12-17
IMG_20221217_160049.jpg,0,19.771840335499654,-65.36499999999997,22740.25,2022-12-17 16:00:49,2022-12-17
IMG_20221218_080049.jpg,0,3.1125982138772814,-57.917499999999954,23378.166666666668,2022-12-18 08:00:49,2022-12-18
